['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:78', '00:00:00:00:00:8a', '0x0x806', '2', 'output=8']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:0d', '0x0x800', '10', 'output=1']
['1', '2', '98', '1', '9007199254740992', '00:00:00:00:00:4a', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:19', '0x0x800', '10', 'output=1']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:76', '0x0x800', '10', 'output=1']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:35', '0x0x800', '10', 'output=1']
['1', '0', '0', '0', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:8c', '0x0x800', '8', 'output=10']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:73', '00:00:00:00:00:8b', '0x0x800', '1', 'output=9']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:26', '0x0x800', '10', 'output=1']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:83', '0x0x800', '10', 'output=3']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:36', '0x0x800', '10', 'output=1']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6d', '0x0x800', '9', 'output=2']
['1', '2', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:3f', '0x0x800', '10', 'output=1']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:14', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6b', '0x0x800', '9', 'output=2']
['1', '2', '98', '1', '9007199254740992', '00:00:00:00:00:3b', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:67', '00:00:00:00:00:8b', '0x0x800', '1', 'output=9']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:87', '00:00:00:00:00:8c', '0x0x800', '5', 'output=10']
['1', '2', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:4f', '0x0x800', '10', 'output=1']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:10', '0x0x800', '10', 'output=1']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8b', '0x0x800', '2', 'output=9']
['1', '3', '98', '1', '9007199254740992', '00:00:00:00:00:24', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:87', '00:00:00:00:00:8b', '0x0x800', '5', 'output=9']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8b', '0x0x800', '2', 'output=9']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:2b', '0x0x800', '10', 'output=1']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:04', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:29', '0x0x800', '10', 'output=1']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:1b', '0x0x800', '10', 'output=1']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6d', '0x0x800', '10', 'output=2']
['1', '3', '98', '1', '9007199254740992', '00:00:00:00:00:1d', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:88', '0x0x800', '10', 'output=6']
['1', '3', '98', '1', '9007199254740992', '00:00:00:00:00:2b', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6e', '0x0x800', '9', 'output=2']
['1', '2', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:42', '0x0x800', '10', 'output=1']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:65', '00:00:00:00:00:8b', '0x0x800', '1', 'output=9']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7a', '0x0x800', '10', 'output=2']
['1', '2', '0', '0', '9007199254740992', '00:00:00:00:00:52', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:79', '00:00:00:00:00:8b', '0x0x800', '2', 'output=9']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:13', '0x0x800', '10', 'output=1']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:75', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '3', '98', '1', '9007199254740992', '00:00:00:00:00:25', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7e', '00:00:00:00:00:8c', '0x0x800', '2', 'output=10']
['1', '2', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:56', '0x0x800', '10', 'output=1']
['1', '3', '98', '1', '9007199254740992', '00:00:00:00:00:2a', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:0f', '00:00:00:00:00:8c', '0x0x800', '1', 'output=10']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:77', '0x0x800', '10', 'output=1']

['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:7c', '00:00:00:00:00:8a', '0x0x806', '9', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:7b', '0x0x806', '13', 'output=8']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:7c', '0x0x806', '13', 'output=9']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:78', '0x0x806', '13', 'output=5']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '1', '42', '1', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:78', '00:00:00:00:00:8a', '0x0x806', '5', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:7a', '0x0x806', '13', 'output=7']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '1', '42', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:79', '0x0x806', '13', 'output=6']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:78', '00:00:00:00:00:8c', '0x0x806', '5', 'output=13']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:79', '0x0x806', '13', 'output=6']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '1', '42', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7a', '0x0x806', '13', 'output=7']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:79', '00:00:00:00:00:8a', '0x0x806', '6', 'output=13']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:7a', '00:00:00:00:00:8a', '0x0x806', '7', 'output=13']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:7d', '0x0x806', '13', 'output=10']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:7d', '00:00:00:00:00:8a', '0x0x806', '10', 'output=13']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:7e', '00:00:00:00:00:8a', '0x0x806', '11', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8b', '0x0x806', '3', 'output=13']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:79', '00:00:00:00:00:8b', '0x0x806', '6', 'output=13']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:7b', '00:00:00:00:00:8a', '0x0x806', '8', 'output=13']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:7e', '0x0x806', '13', 'output=11']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7a', '00:00:00:00:00:8b', '0x0x806', '7', 'output=13']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:78', '00:00:00:00:00:8b', '0x0x806', '5', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8c', '0x0x806', '3', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6a', '0x0x800', '13', 'output=3']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:7c', '0x0x800', '13', 'output=9']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:79', '00:00:00:00:00:8c', '0x0x800', '6', 'output=13']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:78', '00:00:00:00:00:8b', '0x0x800', '5', 'output=13']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:70', '0x0x800', '13', 'output=3']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7c', '00:00:00:00:00:8c', '0x0x800', '9', 'output=13']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:79', '00:00:00:00:00:8b', '0x0x800', '6', 'output=13']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:7a', '0x0x800', '13', 'output=7']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6e', '0x0x800', '13', 'output=3']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7a', '00:00:00:00:00:8b', '0x0x800', '7', 'output=13']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:79', '0x0x800', '13', 'output=6']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7c', '0x0x800', '13', 'output=9']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6e', '0x0x800', '13', 'output=3']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7d', '0x0x800', '13', 'output=10']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:7d', '0x0x800', '13', 'output=10']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:78', '00:00:00:00:00:8c', '0x0x800', '5', 'output=13']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:70', '0x0x800', '13', 'output=3']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6b', '0x0x800', '13', 'output=3']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6a', '0x0x800', '13', 'output=3']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7e', '0x0x800', '13', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7a', '0x0x800', '13', 'output=7']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6f', '0x0x800', '13', 'output=3']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7c', '00:00:00:00:00:8b', '0x0x800', '9', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6f', '0x0x800', '13', 'output=3']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:78', '0x0x800', '13', 'output=5']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7b', '0x0x800', '13', 'output=8']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:7e', '0x0x800', '13', 'output=11']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6b', '0x0x800', '13', 'output=3']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:79', '0x0x800', '13', 'output=6']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7a', '00:00:00:00:00:8c', '0x0x800', '7', 'output=13']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6d', '0x0x800', '13', 'output=3']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8c', '0x0x800', '3', 'output=13']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6c', '0x0x800', '13', 'output=3']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7d', '00:00:00:00:00:8b', '0x0x800', '10', 'output=13']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7b', '00:00:00:00:00:8b', '0x0x800', '8', 'output=13']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6c', '0x0x800', '13', 'output=3']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7e', '00:00:00:00:00:8c', '0x0x800', '11', 'output=13']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:78', '0x0x800', '13', 'output=5']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6d', '0x0x800', '13', 'output=3']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7e', '00:00:00:00:00:8b', '0x0x800', '11', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7b', '00:00:00:00:00:8c', '0x0x800', '8', 'output=13']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8b', '0x0x800', '3', 'output=13']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7d', '00:00:00:00:00:8c', '0x0x800', '10', 'output=13']

['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:7f', '0x0x806', '11', 'output=4']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:84', '0x0x806', '11', 'output=9']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:81', '00:00:00:00:00:8a', '0x0x806', '6', 'output=11']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:81', '0x0x806', '11', 'output=6']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:82', '00:00:00:00:00:8a', '0x0x806', '7', 'output=11']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:80', '00:00:00:00:00:8a', '0x0x806', '5', 'output=11']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:82', '0x0x806', '11', 'output=7']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:83', '00:00:00:00:00:8a', '0x0x806', '8', 'output=11']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:83', '0x0x806', '11', 'output=8']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:7f', '00:00:00:00:00:8a', '0x0x806', '4', 'output=11']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:80', '0x0x806', '11', 'output=5']
['1', '3', '42', '1', '9007199254740992', '00:00:00:00:00:8a', '00:00:00:00:00:85', '0x0x806', '11', 'output=10']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:85', '00:00:00:00:00:8a', '0x0x806', '10', 'output=11']
['1', '3', '0', '0', '9007199254740992', '00:00:00:00:00:84', '00:00:00:00:00:8a', '0x0x806', '9', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:84', '0x0x800', '11', 'output=9']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:7f', '0x0x800', '11', 'output=4']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:7f', '00:00:00:00:00:8c', '0x0x800', '4', 'output=11']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:84', '00:00:00:00:00:8b', '0x0x800', '9', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:81', '00:00:00:00:00:8c', '0x0x800', '6', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:85', '00:00:00:00:00:8c', '0x0x800', '10', 'output=11']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:85', '0x0x800', '11', 'output=10']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:82', '0x0x800', '11', 'output=7']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:83', '0x0x800', '11', 'output=8']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:80', '00:00:00:00:00:8c', '0x0x800', '5', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:83', '00:00:00:00:00:8c', '0x0x800', '8', 'output=11']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:81', '0x0x800', '11', 'output=6']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:7f', '0x0x800', '11', 'output=4']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:84', '00:00:00:00:00:8c', '0x0x800', '9', 'output=11']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:80', '0x0x800', '11', 'output=5']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:82', '0x0x800', '11', 'output=7']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:81', '0x0x800', '11', 'output=6']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:83', '00:00:00:00:00:8b', '0x0x800', '8', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:85', '0x0x800', '11', 'output=10']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:81', '00:00:00:00:00:8b', '0x0x800', '6', 'output=11']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:80', '00:00:00:00:00:8b', '0x0x800', '5', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:80', '0x0x800', '11', 'output=5']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:85', '00:00:00:00:00:8b', '0x0x800', '10', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:82', '00:00:00:00:00:8c', '0x0x800', '7', 'output=11']
['1', '4', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:83', '0x0x800', '11', 'output=8']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:7f', '00:00:00:00:00:8b', '0x0x800', '4', 'output=11']
['1', '4', '0', '0', '9007199254740992', '00:00:00:00:00:82', '00:00:00:00:00:8b', '0x0x800', '7', 'output=11']

['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8b', '0x0x806', '7', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8b', '0x0x806', '9', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8c', '0x0x806', '4', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8c', '0x0x806', '7', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8b', '0x0x806', '5', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8c', '0x0x806', '10', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8b', '0x0x806', '6', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8c', '0x0x806', '9', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8c', '0x0x806', '6', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8b', '0x0x806', '8', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8c', '0x0x806', '8', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8b', '0x0x806', '10', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8c', '0x0x806', '5', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8b', '0x0x806', '4', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:70', '0x0x800', '11', 'output=10']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8b', '0x0x800', '7', 'output=11']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6f', '00:00:00:00:00:8b', '0x0x800', '9', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8c', '0x0x800', '10', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6f', '0x0x800', '11', 'output=9']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6e', '0x0x800', '11', 'output=8']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8b', '0x0x800', '6', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8c', '0x0x800', '5', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6b', '0x0x800', '11', 'output=5']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:70', '0x0x800', '11', 'output=10']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6d', '0x0x800', '11', 'output=7']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6c', '0x0x800', '11', 'output=6']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6e', '0x0x800', '11', 'output=8']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6d', '0x0x800', '11', 'output=7']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:70', '00:00:00:00:00:8b', '0x0x800', '10', 'output=11']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6f', '0x0x800', '11', 'output=9']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8b', '0x0x800', '8', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6e', '00:00:00:00:00:8c', '0x0x800', '8', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6a', '0x0x800', '11', 'output=4']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6a', '00:00:00:00:00:8c', '0x0x800', '4', 'output=11']
['1', '1', '98', '1', '9007199254740992', '00:00:00:00:00:8c', '00:00:00:00:00:6c', '0x0x800', '11', 'output=6']
['1', '5', '0', '0', '9007199254740992', '00:00:00:00:00:6b', '00:00:00:00:00:8b', '0x0x800', '5', 'output=11']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6d', '00:00:00:00:00:8c', '0x0x800', '7', 'output=11']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6b', '0x0x800', '11', 'output=5']
['1', '5', '98', '1', '9007199254740992', '00:00:00:00:00:8b', '00:00:00:00:00:6a', '0x0x800', '11', 'output=4']
['1', '1', '0', '0', '9007199254740992', '00:00:00:00:00:6c', '00:00:00:00:00:8c', '0x0x800', '6', 'output=11']
